location_project,demo_category,season,total_season_days,total_duration,density_km2
353-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,81,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,81,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,81,94.06200670438623,0.9084228777601225
353-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Juv Female,summer,81,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Juv Male,summer,81,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,81,0,0
353-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,78,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,78,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,78,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Juv Female,summer,78,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Juv Male,summer,78,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,78,0,0
353-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,78,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,78,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,78,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Juv Female,summer,78,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Juv Male,summer,78,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,78,0,0
353-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,61,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,61,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,61,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Juv Female,summer,61,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Juv Male,summer,61,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,61,0,0
354-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,77,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,77,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,77,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Juv Female,summer,77,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Juv Male,summer,77,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,77,0,0
354-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,77,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,77,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,77,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Juv Female,summer,77,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Juv Male,summer,77,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,77,0,0
354-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,77,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,29,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,77,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,29,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,77,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,29,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Juv Female,summer,77,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Juv Female,winter,29,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Juv Male,summer,77,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Juv Male,winter,29,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,77,0,0
354-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,29,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,55,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,172.53100335219312,1.708436726105477
358-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,55,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,126.06200670438622,1.2482913669764535
358-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,55,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,55,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,55,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
358-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,55,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,55,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,129.79650502828966,1.2851680211290823
358-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,55,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,55,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,55,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,55,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
358-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,55,0,0
358-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
358-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
358-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
358-SE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
358-SE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
358-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,55,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,55,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,55,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,55,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,55,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
358-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,55,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,9.531003352193114,0.0943703431370742
359-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
359-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
359-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,2.2655016760965574,0.0224316541209288
359-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
359-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,79,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,54,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,79,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,54,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,79,2.2655016760965574,0.0224316541209288
359-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,54,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,79,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,54,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,79,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,54,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,79,0,0
359-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,54,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,97,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,72,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,97,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,72,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,97,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,72,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,97,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,72,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,97,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,72,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,97,0,0
36-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,72,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,97,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,72,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,97,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,72,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,97,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,72,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,97,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,72,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,97,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,72,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,97,0,0
36-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,72,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,98,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,72,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,98,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,72,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,98,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,72,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,98,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,72,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,98,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,72,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,98,0,0
36-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,72,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,98,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,72,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,98,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,72,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,98,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,72,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,98,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,72,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,98,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,72,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,98,0,0
36-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,72,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
360-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,55,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,55,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,55,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,55,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,55,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
360-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,55,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,163.0445318458346,2.2751224150476177
360-SE_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
360-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,83,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,56,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,83,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,56,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,83,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,56,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Juv Female,summer,83,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Juv Female,winter,56,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Juv Male,summer,83,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Juv Male,winter,56,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,83,0,0
360-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,56,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,79,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,79,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,79,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,61,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,79,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,61,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,79,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,61,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,79,0,0
361-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,61,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,79,22.531003352193114,0.22308863390335232
361-NW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,79,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,79,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,61,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,79,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,61,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,79,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,61,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,79,0,0
361-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,61,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,79,62.41748982366397,0.6180705490269608
361-SE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,79,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,79,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,61,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,79,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,61,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,79,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,61,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,79,0,0
361-SE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,61,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,79,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,79,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,79,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,61,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,79,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,61,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,79,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,61,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,79,0,0
361-SW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,61,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,81,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,81,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,801.132492194905,10.26268666037215
362-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,81,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,61,13.79650502828967,0.17673631951397484
362-NE_ABMI Ecosystem Health 2017,Moose Juv Female,summer,81,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Juv Female,winter,61,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Juv Male,summer,81,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Juv Male,winter,61,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,81,0,0
362-NE_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,61,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Adult Female,summer,81,34.06200670438623,0.32893433937472943
362-NW_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Adult Male,summer,81,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,81,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Adult Unkn,winter,61,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Juv Female,summer,81,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Juv Female,winter,61,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Juv Male,summer,81,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Juv Male,winter,61,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,summer,81,0,0
362-NW_ABMI Ecosystem Health 2017,Moose Juv Unkn,winter,61,0,0
362-SE_ABMI Ecosystem Health 2017,Moose Adult Female,summer,81,31.327508380482787,0.3025274864990103
362-SE_ABMI Ecosystem Health 2017,Moose Adult Female,winter,61,0,0
362-SE_ABMI Ecosystem Health 2017,Moose Adult Male,summer,81,0,0
362-SE_ABMI Ecosystem Health 2017,Moose Adult Male,winter,61,0,0
362-SE_ABMI Ecosystem Health 2017,Moose Adult Unkn,summer,81,72.76619437970143,0.7026978852076275
