location_project,demo_category,season,total_season_days,total_duration,density_km2
608-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,33,0,0
608-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,94,0,0
608-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,33,0,0
608-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,94,0,0
608-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,33,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,104.53100335219311,0.985124295602864
616-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,53,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,53,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,53,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
616-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,53,0,0
616-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,95.06200670438622,0.8958862862698086
616-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,53,0,0
616-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,647.3148905637385,6.100444893380706
616-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,53,0,0
616-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,516.3315961324473,4.866028102913144
616-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,53,0,0
616-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
616-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,53,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,9.531003352193114,0.0898223748229313
616-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,53,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,53,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,53,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
616-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,53,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,83,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,53,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,83,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,53,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,83,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,53,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,83,0,0
616-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,53,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,56,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,56,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,56,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
617-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,56,0,0
617-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,238.33731878254238,2.2195841020122304
617-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,56,0,0
617-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,28.531003352193114,0.26570308744961857
617-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,56,0,0
617-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,31.113027552907834,0.2897489225550566
617-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,56,0,0
617-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
617-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,56,0,0
617-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,11.531003352193114,0.10738574995940697
617-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,56,0,0
617-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
617-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,56,440.4987692242074,6.147210993554915
617-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
617-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,56,0,0
617-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,11.531003352193114,0.10738574995940697
617-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,56,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,84,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,56,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,84,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,56,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,84,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,56,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,84,0,0
617-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,56,0,0
618-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,86,227.45718994581725,2.068831983042447
618-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,58,183.85494070103874,2.477044848247554
618-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,86,0,0
618-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,58,0,0
618-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,86,44.94849317585709,0.408828053727076
618-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,58,94.06200670438623,1.2672806519885407
618-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,86,379.916947405425,3.4555264306194418
618-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,58,161.85494070103874,2.1806427692299506
618-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,86,223.78679059552002,2.035447944629583
618-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,58,0,0
618-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,86,0,0
618-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,58,0,0
618-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,86,0,0
618-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,58,2.2655016760965574,0.030522700309676656
618-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,86,214.52244865754201,1.951184321625641
618-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,58,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,86,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,58,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,86,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,58,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,86,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,58,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,86,0,0
618-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,58,0,0
618-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,86,0,0
618-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,58,8.531003352193114,0.1149442107515815
618-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,86,0,0
618-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,58,0,0
618-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,86,0,0
618-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,58,18.531003352193114,0.24968124695498672
618-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,86,0,0
618-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,58,132.2450014295679,1.7818299545335068
625-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,81,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,45,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,81,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,45,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,81,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,45,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,81,0,0
625-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,45,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,81,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,45,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,81,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,45,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,81,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,45,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,81,0,0
625-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,45,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,81,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,45,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,81,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,45,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,81,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,45,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,81,0,0
625-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,45,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,81,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,45,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,81,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,45,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,81,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,45,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,81,0,0
625-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,45,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,80,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,80,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,80,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,80,0,0
626-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,80,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,80,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,80,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,80,0,0
626-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,80,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,80,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,80,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,80,0,0
626-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,80,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,80,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,80,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,80,0,0
626-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,79,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,42,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,79,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,42,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,79,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,42,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,79,0,0
627-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,42,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,79,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,44,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,79,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,44,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,79,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,44,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,79,0,0
627-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,44,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,79,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,42,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,79,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,42,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,79,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,42,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,79,0,0
627-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,42,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,79,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,42,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,79,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,42,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,79,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,42,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,79,0,0
627-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,42,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,96,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,28,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,96,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,28,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,96,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,28,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,96,0,0
63-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,28,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,96,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,28,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,96,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,28,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,96,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,28,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,96,0,0
63-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,28,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,96,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,28,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,96,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,28,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,96,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,28,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,96,0,0
63-SE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,28,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,96,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,28,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,96,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,28,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,96,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,28,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,96,0,0
63-SW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,28,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,77,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,53,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,77,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,53,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,77,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,53,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,77,0,0
631-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,53,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,77,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,53,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,77,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,53,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,77,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,53,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,77,0,0
631-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,53,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,77,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,53,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,77,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,53,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,77,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,53,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,77,0,0
631-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,53,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,77,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,53,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,77,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,53,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,77,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,53,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,77,0,0
631-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,53,0,0
632-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,333.5930100565794,2.662654822876525
632-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,0,0
632-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
632-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
632-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,16.062006704386228,0.12820286494988437
632-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,0,0
632-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,206.53100335219312,1.6484781022719117
632-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
632-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,14.531003352193114,0.1159920888292716
632-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,158.06200670438625,2.8073480716640757
632-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,0,0
632-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
632-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,113.32750838048278,0.9046240029175301
632-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,10.79650502828967,0.19175732488685035
632-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,0,0
632-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
632-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,98,37.8585117326759,0.3021770414235676
632-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,284.5310033521931,5.053164971911502
632-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,98,8.531003352193114,0.06809230567601197
632-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
632-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,98,0,0
632-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,0,0
632-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,98,18.796505028289673,0.15002893718216226
632-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
633-NE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
633-NW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
633-SE_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Adult Female,summer,99,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Adult Female,winter,44,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Adult Male,summer,99,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Adult Male,winter,44,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,summer,99,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Adult Unkn,winter,44,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,summer,99,0,0
633-SW_ABMI Ecosystem Health 2015,Moose Juv Unkn,winter,44,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,94,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,27,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,94,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,27,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,94,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,27,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,94,0,0
64-NE_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,27,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Adult Female,summer,48,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Adult Female,winter,27,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Adult Male,summer,48,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Adult Male,winter,27,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,48,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Adult Unkn,winter,27,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,summer,48,0,0
64-NW_ABMI Ecosystem Health 2016,Moose Juv Unkn,winter,27,0,0
64-SE_ABMI Ecosystem Health 2016,Moose Adult Female,summer,96,0,0
64-SE_ABMI Ecosystem Health 2016,Moose Adult Female,winter,27,0,0
64-SE_ABMI Ecosystem Health 2016,Moose Adult Male,summer,96,0,0
64-SE_ABMI Ecosystem Health 2016,Moose Adult Male,winter,27,0,0
64-SE_ABMI Ecosystem Health 2016,Moose Adult Unkn,summer,96,0,0
